hata_sinifi,document_id,ilgili_kayit,kaynak,bulgu,karar,gerekce,duzeltme
desteksiz-claim,doc-f837fe21f12e,ortak/competitor_discovery,Sifted,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-0bb338e9207d,ortak/competitor_discovery,EU-Startups,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8f27ee3e7dff,ortak/competitor_discovery,Ekonomim,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a6ec7d128993,ortak/competitor_discovery,Typeform,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c26627224acf,ortak/competitor_discovery,UserTesting,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d189a29fab0d,ortak/competitor_discovery,dscout,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-7cfea6038c91,ortak/competitor_discovery,Wynter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8505a557d5bd,ortak/competitor_discovery,Sprig,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-67de9f093dfb,ortak/competitor_discovery,UsabilityHub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6b9d4aac6a04,ortak/competitor_discovery,Lyssna,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c88679fe1f9b,ortak/dissatisfaction,Cloudflare Radar,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a3d49374ce17,ortak/dissatisfaction,Ahrefs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2552ff3b807b,ortak/dissatisfaction,BASE,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4fe5ef46abc5,ortak/dissatisfaction,Our World in Data,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-49143575f541,ortak/dissatisfaction,Typeform,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-bd835b9e962a,ortak/dissatisfaction,Wynter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-64fcff03d639,ortak/existing_alternatives,Startup Stash,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-45c742270cce,ortak/existing_alternatives,SaaSHub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2b030445bd4c,ortak/existing_alternatives,Slack,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4f2739640166,ortak/existing_alternatives,Semrush,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-5e1f390257a1,ortak/existing_alternatives,Mangools,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9aad62ba2c3f,ortak/existing_alternatives,Majestic,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-355d67a9b80a,ortak/existing_alternatives,Sistrix,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8f66449e6d38,ortak/existing_alternatives,Dealroom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ab4416b465ce,ortak/existing_alternatives,Clearbit,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-aa5f43d3d7cc,ortak/existing_alternatives,Bloomberg HT,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-00322532292c,ortak/existing_alternatives,Wynter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-89a9c86aefd0,ortak/existing_alternatives,Sprig,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d8ac8391adcd,ortak/observed_market_pricing,Ahrefs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-026c9777dced,ortak/observed_market_pricing,BigSpy,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-033393383aa1,ortak/observed_market_pricing,Dealroom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-f8494181f70e,ortak/observed_market_pricing,PrivCo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4000838f2b95,ortak/observed_market_pricing,Ekonomim,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-cfb5c0ac39fc,ortak/observed_market_pricing,UserTesting,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c6b39317cae3,ortak/observed_market_pricing,Sprig,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-681cf0026990,ortak/problem_demand,Tavily,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c71207285924,ortak/problem_demand,Hacker News,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-eb01ba0cf590,ortak/problem_demand,SaaSHub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a7c59aefdfca,ortak/problem_demand,Slack,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8c7aa3286a40,ortak/problem_demand,Ahrefs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-0051ec7d8551,ortak/problem_demand,Majestic,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-53b1cc11d620,ortak/problem_demand,Exploding Topics,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-af279bc3dff1,ortak/problem_demand,US Census Bureau,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-83af1a4d5f44,ortak/problem_demand,Bloomberg HT,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-272e8dd4a5b2,ortak/problem_demand,Ekonomim,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-f9b3ff60d6d2,ortak/problem_demand,dscout,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9d315fdf2c2f,ortak/use_case,Tavily,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2ac14fb4c50f,ortak/use_case,AppSumo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b8576f8976d2,ortak/use_case,Slack,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-bc4168960ad1,ortak/use_case,Censys,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d180ba1ec957,ortak/use_case,DomainTools,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-7db1f61f7355,ortak/use_case,Ahrefs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a30ffa70f0a3,ortak/use_case,Semrush,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d4dc0f5c4177,ortak/use_case,Exploding Topics,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-eb52d26d4948,ortak/use_case,SparkToro,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ff16cd331ef3,ortak/use_case,BuzzSumo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-5731c3efd00f,ortak/use_case,Pathmatics,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-0b5c00523ea1,ortak/use_case,Sensor Tower,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4f3e04ef0bf7,ortak/use_case,SocialPeta,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ac9f71a40b1e,ortak/use_case,Dealroom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-fb7d66892f26,ortak/use_case,PrivCo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a479e4c25d0d,ortak/use_case,ZoomInfo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b9d67333cf58,ortak/use_case,Dimensions,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b5568e28cbce,ortak/use_case,Typeform,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-7421dd5c9d6e,ortak/use_case,Qualtrics,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6b63569439cc,ortak/use_case,UserTesting,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-fbdbbe6a8c49,ortak/use_case,dscout,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3a41b53b18e9,ortak/use_case,Wynter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2965c0c7aeb3,ortak/use_case,Pollfish,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3ebcd6e55bfa,ortak/use_case,Sprig,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9724d596eacb,ortak/use_case,Microsoft Clarity,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d6ffa9908476,ortak/use_case,UsabilityHub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8aa179a68b41,ortak/use_case,Lyssna,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-fa25496adfe5,oyun/competitor_discovery,PlayStation Store,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-fcdf2d494d90,oyun/competitor_discovery,Nintendo eShop,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-431153172854,oyun/competitor_discovery,Metacritic,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-7186d067415e,oyun/competitor_discovery,OpenCritic,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-1175b63f885c,oyun/existing_alternatives,Nintendo eShop,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-efeb6675d1c8,oyun/problem_demand,itch.io,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-16d4dfad8790,regule-sektor/competitor_discovery,SPK,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8836753c311f,regule-sektor/dissatisfaction,Consumer Financial Protection Bureau,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-804f0c206f80,regule-sektor/existing_alternatives,Consumer Financial Protection Bureau,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-05ed7463055e,regule-sektor/use_case,UK Information Commissioner's Office,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b238b0fd74cc,saglik/competitor_discovery,NICE,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-499aeaedd1cd,saglik/problem_demand,CDC,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-859bfdbac6d6,saglik/use_case,NICE,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d0db387b4828,seyahat/competitor_discovery,FlightAware,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-429b476ff3da,seyahat/problem_demand,Skyscanner,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-be524d25bf94,seyahat/use_case,Moovit,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-820ae4db92b3,turkiye-pazari/competitor_discovery,Galata Business Angels,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-828598886724,turkiye-pazari/competitor_discovery,Arya Women Investment Platform,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-77c33d27c5d5,turkiye-pazari/competitor_discovery,Meetup,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-63d6231e2d16,turkiye-pazari/existing_alternatives,Bilişim Vadisi,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3bc1dd539e43,turkiye-pazari/observed_market_pricing,TÜBİTAK,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a84eb63de883,turkiye-pazari/problem_demand,Meetup,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-1736c864f8c5,yapay-zeka-urunu/competitor_discovery,OpenRouter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a7a46f5c0ae2,yapay-zeka-urunu/competitor_discovery,Glama,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b3616f1cc5e0,yapay-zeka-urunu/competitor_discovery,Zapier,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-540bfe93f0a8,yapay-zeka-urunu/competitor_discovery,Make,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2addc7553fc4,yapay-zeka-urunu/dissatisfaction,OpenRouter,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-10756e1210fc,yapay-zeka-urunu/existing_alternatives,AWS Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-14aef5905af1,yapay-zeka-urunu/problem_demand,AWS Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3c0b295044bc,yapay-zeka-urunu/use_case,Together AI,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4ade5dc6348a,yapay-zeka-urunu/use_case,AWS Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-239a208466c6,yeme-icme/competitor_discovery,Foursquare,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-86b5783e2ae5,yeme-icme/problem_demand,Foursquare,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-239a208466c6,yerel-hizmet/competitor_discovery,Foursquare,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4d72c50d4a64,yerel-hizmet/competitor_discovery,TomTom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-77c04b310125,yerel-hizmet/observed_market_pricing,Armut,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-86b5783e2ae5,yerel-hizmet/problem_demand,Foursquare,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-953d74bd5e3c,yerel-hizmet/problem_demand,Houzz,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-36e66a60a31e,yerel-hizmet/use_case,TomTom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
